original_title,popularity,vote_average,vote_count,runtime,release_year
The Collector,18.438,6.6,1056.0,88.0,2009.0
劇場版 七つの大罪 光に呪われし者たち,19.687,6.0,2.0,0.0,2021.0
Zambezia,19.488,6.0,208.0,83.0,2012.0
Redcon-1,18.749,5.6,189.0,117.0,2018.0
Wild Hogs,30.184,5.9,1795.0,100.0,2007.0
L.A. Confidential,18.985,7.8,3537.0,138.0,1997.0
Blue Lagoon: The Awakening,22.489,6.5,1107.0,85.0,2014.0
The Lake House,18.484,6.9,2101.0,99.0,2006.0
Cats,20.458,4.3,674.0,110.0,2019.0
You Were Never Really Here,19.443,6.5,2102.0,89.0,2017.0
Jack et la mécanique du cœur,23.236,7.2,549.0,94.0,2014.0
The Healer,22.99,7.2,386.0,113.0,2017.0
Get Hard,23.137,6.0,2152.0,100.0,2015.0
Keeping Up with the Joneses,22.238,6.1,1604.0,105.0,2016.0
メアリと魔女の花,23.636,7.1,585.0,103.0,2017.0
A Perfect Getaway,16.729,6.3,934.0,98.0,2009.0
Le Pacte des loups,18.476,6.7,1101.0,137.0,2001.0
Jagten,21.579,8.1,2774.0,116.0,2012.0
The Omen,19.476,5.5,773.0,110.0,2006.0
A Cinderella Story: Christmas Wish,23.998,6.6,538.0,93.0,2019.0
My Cousin Rachel,21.734,5.7,463.0,106.0,2017.0
Harry Potter: A History Of Magic,19.472,6.9,33.0,60.0,2017.0
The Abyss,22.971,7.3,2079.0,139.0,1989.0
The Last Days on Mars,19.226,5.4,611.0,98.0,2013.0
A Streetcar Named Desire,17.672,7.7,975.0,125.0,1951.0
The Wedding Planner,16.721,5.9,1310.0,103.0,2001.0
Samson and Delilah,23.221,6.5,125.0,134.0,1949.0
Two Weeks Notice,18.221,6.3,1600.0,101.0,2002.0
Gone Baby Gone,19.721,7.3,2791.0,113.0,2007.0
Qu'est-ce qu'on a fait au Bon Dieu,20.974,6.7,2926.0,94.0,2014.0
Out of Death,15.877,6.4,123.0,95.0,2021.0
16 Wishes,19.219,6.2,1045.0,90.0,2010.0
Pompeii,17.22,5.5,2712.0,105.0,2014.0
Tremors 2: Aftershocks,21.716,6.2,674.0,100.0,1996.0
Blood Brothers: Malcolm X and Muhammad Ali,21.939,7.6,14.0,95.0,2021.0
Doomsday,17.716,5.9,884.0,108.0,2008.0
Into the Woods,17.669,5.8,3715.0,125.0,2014.0
Blue Streak,24.664,6.4,1102.0,93.0,1999.0
Walking Tall,24.963,6.3,1122.0,86.0,2004.0
Naruto Bersyukur,22.083,7.8,4.0,10.0,2010.0
The Royal Tenenbaums,17.41,7.5,3464.0,110.0,2001.0
This Means War,18.912,6.1,2782.0,103.0,2012.0
Jurassic Park,21.804,7.9,12770.0,127.0,1993.0
ドラゴンボール 神龍の伝説,20.956,6.8,211.0,50.0,1986.0
吸血鬼ハンターD ブラッドラスト,22.907,7.6,372.0,103.0,2000.0
High-Rise,18.713,5.7,909.0,119.0,2015.0
A Score to Settle,20.476,6.3,353.0,103.0,2019.0
Mickey's Christmas Carol,21.955,7.6,653.0,26.0,1983.0
銀魂 完結篇 万事屋よ永遠なれ,21.79,8.0,71.0,110.0,2013.0
Leave No Trace,20.469,6.8,855.0,110.0,2018.0
Better Watch Out,25.663,6.7,1048.0,89.0,2016.0
Drumline,17.955,6.9,357.0,118.0,2002.0
Durante la tormenta,16.669,7.5,1357.0,129.0,2018.0
Speed 2: Cruise Control,20.453,4.5,1209.0,121.0,1997.0
Pixie Hollow Bake Off,20.697,7.2,33.0,99.0,2013.0
The Knight Before Christmas,18.877,6.5,852.0,92.0,2019.0
Enter the Dragon,24.2,7.4,1311.0,102.0,1973.0
ハル,21.614,6.8,72.0,60.0,2013.0
The Wackness,19.95,6.3,210.0,99.0,2008.0
Иди и смотри,16.198,8.3,788.0,142.0,1985.0
A la mala,20.703,7.7,171.0,99.0,2015.0
Take Me,22.929,0.0,0.0,3.0,2021.0
Présidents,16.627,5.5,68.0,108.0,2021.0
Superman: Red Son,20.874,7.3,614.0,84.0,2020.0
American Murder: The Family Next Door,14.39,7.4,435.0,83.0,2020.0
The Lord of the Rings,22.443,6.6,597.0,132.0,1978.0
Detroit,15.904,7.3,1324.0,143.0,2017.0
The Woman in Black,23.397,6.1,2871.0,95.0,2012.0
Scent of a Woman,24.443,7.7,2342.0,156.0,1992.0
Entourage,21.979,6.2,813.0,104.0,2015.0
Goal!,18.644,6.6,805.0,118.0,2005.0
Coyote Ugly,21.192,6.3,1626.0,100.0,2000.0
Finding Neverland,16.693,7.3,2997.0,106.0,2004.0
Amor y frijoles,20.754,3.5,2.0,83.0,2009.0
SlugTerra: Return of the Elementals,23.166,6.4,74.0,63.0,2014.0
Hot Shots!,18.94,6.6,1545.0,84.0,1991.0
Something the Lord Made,20.94,7.7,144.0,110.0,2004.0
Walk the Line,20.641,7.5,2168.0,136.0,2005.0
Gingerbread Miracle,13.264,5.3,3.0,84.0,2021.0
An American Werewolf in London,21.537,7.4,1668.0,97.0,1981.0
Good on Paper,19.271,5.7,187.0,92.0,2021.0
The Room,19.208,6.4,647.0,100.0,2019.0
The Informer,21.408,6.5,519.0,109.0,2019.0
T2 Trainspotting,22.394,7.0,2525.0,117.0,2017.0
My Salinger Year,17.617,6.3,54.0,101.0,2021.0
"Paw Patrol: Ready, Race, Rescue!",21.595,6.9,88.0,44.0,2019.0
Patriot Games,17.684,6.7,1178.0,117.0,1992.0
Come Play,19.232,6.3,362.0,96.0,2020.0
The Men Who Stare at Goats,18.936,6.0,1753.0,94.0,2009.0
Mr. Deeds,23.132,5.8,1717.0,96.0,2002.0
The Midnight Sky,18.434,5.8,1361.0,118.0,2020.0
Lego DC Comics Super Heroes: The Flash,16.941,6.8,159.0,78.0,2018.0
Tulip Fever,20.188,6.6,529.0,107.0,2017.0
Citizen Kane,23.329,8.0,4121.0,119.0,1941.0
The Marine 5: Battleground,20.437,6.6,118.0,91.0,2017.0
La Vie d'Adèle - Chapitres 1 et 2,15.816,7.1,3647.0,180.0,2013.0
Frequency,18.627,7.2,1249.0,118.0,2000.0
Life After Sex,17.175,0.0,0.0,0.0,1992.0
寻龙诀,21.682,6.2,158.0,127.0,2015.0
Steve Jobs,18.082,6.8,3456.0,122.0,2015.0
アナザー,19.508,6.1,36.0,109.0,2012.0
IO,18.691,4.8,1091.0,96.0,2019.0
Billy Lynn's Long Halftime Walk,19.933,5.9,441.0,113.0,2016.0
Fred Claus,17.026,5.7,643.0,116.0,2007.0
Agora,18.426,7.0,1097.0,127.0,2009.0
Bad Teacher,23.626,5.6,3889.0,92.0,2011.0
Walking Out,16.932,5.7,111.0,96.0,2017.0
The Sum of All Fears,22.373,6.3,1252.0,124.0,2002.0
Mr. Holmes,17.4,6.5,1524.0,104.0,2015.0
A Celebration of the Music from Coco,19.032,6.6,11.0,47.0,2020.0
Birth of the Dragon,19.181,5.7,242.0,103.0,2017.0
The Way Back,21.946,6.7,664.0,107.0,2020.0
War,19.168,6.3,1208.0,103.0,2007.0
The Mothman Prophecies,16.917,6.2,823.0,119.0,2002.0
Sabrina,20.929,5.2,142.0,98.0,2018.0
Lantern's Lane,14.24,5.0,3.0,95.0,2021.0
Reprisal,16.678,5.3,216.0,89.0,2018.0
万引き家族,17.376,7.9,1430.0,121.0,2018.0
Taxi 5,22.171,5.6,801.0,102.0,2017.0
Irréversible,24.312,7.2,1945.0,93.0,2002.0
Jarhead,18.613,6.6,2134.0,123.0,2005.0
The Last Temptation of Christ,17.41,7.2,729.0,164.0,1988.0
The Lobster,23.765,7.0,4653.0,118.0,2015.0
While You Were Sleeping,16.008,6.9,1254.0,103.0,1995.0
Ghost Team One,18.901,5.2,58.0,107.0,2013.0
Cyborg X,17.725,5.8,52.0,90.0,2016.0
Work It,15.947,7.7,933.0,93.0,2020.0
Snitch,19.41,6.0,1953.0,112.0,2013.0
Good Luck Chuck,17.157,5.9,1154.0,101.0,2007.0
Zwartboek,16.507,7.5,829.0,145.0,2006.0
ヱヴァンゲリヲン新劇場版：序,21.407,7.7,555.0,101.0,2007.0
Downrange,20.667,5.8,219.0,90.0,2018.0
The Happytime Murders,19.419,5.7,753.0,91.0,2018.0
Aus dem Nichts,18.165,6.9,631.0,106.0,2017.0
Extremely Loud & Incredibly Close,18.657,7.0,1669.0,129.0,2011.0
乱,19.15,8.1,1026.0,160.0,1985.0
끝까지 간다,28.354,7.0,296.0,111.0,2014.0
Babylon A.D.,21.15,5.6,1575.0,101.0,2008.0
Mother's Day,18.156,6.0,1088.0,118.0,2016.0
블랙핑크: 세상을 밝혀라,14.395,8.7,366.0,79.0,2020.0
The Great Escape,19.648,8.0,1867.0,173.0,1963.0
Acts of Violence,16.409,5.8,310.0,86.0,2018.0
Problem Child,16.897,6.0,582.0,81.0,1990.0
Destination Wedding,20.911,5.7,513.0,90.0,2018.0
Strange Magic,18.403,7.1,322.0,99.0,2015.0
Afternoon Delight,18.651,5.8,158.0,95.0,2013.0
Gravity,22.25,7.2,12807.0,91.0,2013.0
Run,21.146,7.4,1415.0,90.0,2020.0
Wanderlust,19.648,5.5,990.0,98.0,2012.0
The Last House on the Left,18.897,6.4,1246.0,110.0,2009.0
カクレンボ,17.636,5.9,33.0,25.0,2005.0
Pacto de fuga,20.77,7.6,70.0,138.0,2020.0
醉拳二,19.143,7.4,676.0,102.0,1994.0
Escape from L.A.,19.044,5.9,1037.0,97.0,1996.0
When the Bough Breaks,17.652,5.8,310.0,97.0,2016.0
The Cokeville Miracle,22.01,7.0,62.0,94.0,2015.0
ドラゴンボール 最強への道,21.893,7.2,224.0,80.0,1996.0
Little Nicky,18.893,5.9,1365.0,90.0,2000.0
Nuovo Cinema Paradiso,18.841,8.5,3095.0,124.0,1988.0
Apollo 11,12.563,7.9,444.0,93.0,2019.0
犬夜叉 時代を越える想い,16.892,7.8,122.0,99.0,2001.0
Monster Family 2,19.545,6.4,7.0,90.0,2021.0
Burn After Reading,19.889,6.6,3575.0,96.0,2008.0
Roma,19.401,7.7,3236.0,135.0,2018.0
Palm Springs,23.123,7.3,1858.0,90.0,2020.0
The Swan Princess: A Royal Wedding,23.084,7.3,22.0,83.0,2020.0
This Little Love of Mine,17.948,6.5,74.0,91.0,2021.0
Another Gay Movie,14.387,6.0,130.0,92.0,2006.0
映画ドラえもん のび太のドラビアンナイト,15.495,7.0,37.0,99.0,1991.0
Scooby-Doo! & Batman: The Brave and the Bold,17.897,7.5,140.0,75.0,2018.0
Zombies: A Living History,18.568,6.8,6.0,94.0,2011.0
Black Snake Moan,17.086,6.9,642.0,116.0,2006.0
Desire: An Erotic Fantasyplay,19.724,6.5,3.0,79.0,1996.0
Кощей. Начало,15.353,7.0,9.0,100.0,2021.0
Paranormal Movie,20.236,4.1,20.0,87.0,2013.0
Miss Congeniality 2: Armed and Fabulous,18.133,5.7,1452.0,115.0,2005.0
Bean,18.382,6.5,1849.0,89.0,1997.0
Escape from Death Block 13,17.066,4.7,3.0,104.0,2021.0
Miss Bala,18.843,6.4,389.0,104.0,2019.0
La Belle et la Bête,20.381,6.1,1726.0,112.0,2014.0
Beverly Hills Cop II,21.026,6.4,1752.0,103.0,1987.0
The Wrong Missy,21.358,6.2,842.0,90.0,2020.0
Cooties,20.379,5.9,538.0,88.0,2014.0
The Kingdom,15.375,6.7,1220.0,110.0,2007.0
All My Life,21.07,8.1,290.0,93.0,2020.0
Shanghai Knights,17.822,6.1,1775.0,115.0,2003.0
Radioactive,18.351,6.6,533.0,111.0,2020.0
I'm a Porn Star: Gay 4 Pay,21.109,7.4,16.0,53.0,2016.0
GANTZ:O,17.88,7.3,503.0,95.0,2016.0
Sometimes They Come Back,18.321,6.0,156.0,97.0,1991.0
The Man in the Iron Mask,21.322,6.6,3038.0,132.0,1998.0
The Eagle,20.373,6.2,1011.0,114.0,2011.0
Life of the Party,16.633,6.2,820.0,105.0,2018.0
Avatar：Production Materials,16.932,8.5,2.0,0.0,2009.0
Final: The Rapture,18.454,4.0,11.0,90.0,2013.0
Greenberg,17.622,5.8,416.0,107.0,2010.0
Gabriel's Inferno Part III,20.42,8.6,889.0,105.0,2020.0
Zombies! Zombies! Zombies!,22.74,4.2,29.0,82.0,2008.0
The Quick and the Dead,19.518,6.5,1225.0,107.0,1995.0
The Sting,19.217,8.1,1838.0,129.0,1973.0
Pay It Forward,22.818,7.3,1356.0,122.0,2000.0
Music,19.157,5.8,91.0,107.0,2021.0
Butch Cassidy and the Sundance Kid,21.565,7.6,1587.0,111.0,1969.0
21 Grams,19.614,7.3,2390.0,124.0,2003.0
Rain Man,20.812,7.8,4805.0,134.0,1988.0
Legends of the Fall,19.861,7.4,1870.0,133.0,1994.0
Moms' Night Out,20.366,5.6,244.0,98.0,2014.0
Eiffel,21.115,6.4,117.0,108.0,2021.0
Bloody Hell,16.082,6.4,72.0,94.0,2021.0
Sing Street,18.368,7.9,1788.0,106.0,2016.0
You've Got Mail,21.81,6.6,2488.0,119.0,1998.0
Always Watching: A Marble Hornets Story,22.155,5.2,93.0,91.0,2015.0
The Bucket List,18.31,7.2,2848.0,97.0,2007.0
Halo: Landfall,15.12,5.7,17.0,7.0,2007.0
Four Seasons Total Documentary,15.29,6.0,2.0,0.0,2021.0
君は永遠にそいつらより若い,22.457,0.0,0.0,118.0,2021.0
Scooby-Doo! The Mystery Begins,20.111,6.5,516.0,82.0,2009.0
The Comeback Trail,29.0,6.0,90.0,105.0,2020.0
Jason and the Argonauts,17.858,7.1,405.0,104.0,1963.0
The Giver,19.062,6.5,3885.0,97.0,2014.0
The Last Sharknado: It's About Time,21.62,4.6,167.0,86.0,2018.0
End of Days,20.756,6.0,1348.0,121.0,1999.0
Spaceballs,21.303,6.8,2227.0,96.0,1987.0
Zombie Apocalypse,19.857,5.4,177.0,90.0,2011.0
Knocked Up,21.554,6.2,3144.0,129.0,2007.0
Summer of 84,22.365,6.9,921.0,105.0,2018.0
劇場版 サイコパス,24.357,7.1,149.0,113.0,2015.0
The Sound of Music,17.351,7.7,2482.0,175.0,1965.0
Haute couture,28.93,0.0,0.0,100.0,2021.0
Transformers,20.075,6.7,8864.0,144.0,2007.0
Flight of the Phoenix,19.549,6.0,643.0,113.0,2004.0
Barely Lethal,21.353,5.8,857.0,96.0,2015.0
劇場版ポケットモンスター ダイヤモンド&パール ディアルガVSパルキアVSダークライ,18.849,6.8,192.0,90.0,2007.0
The Last of the Mohicans,17.046,7.4,2223.0,112.0,1992.0
Amy,19.852,7.6,970.0,128.0,2015.0
The Skeleton Key,16.547,6.6,1569.0,104.0,2005.0
Security,18.354,6.1,569.0,87.0,2017.0
Hellraiser: Inferno,21.345,5.5,315.0,99.0,2000.0
Boyhood,19.249,7.5,4262.0,165.0,2014.0
The Turning,18.521,6.0,722.0,94.0,2020.0
Eddie the Eagle,20.601,7.2,1696.0,106.0,2016.0
The Only Living Boy in New York,20.103,6.3,222.0,88.0,2017.0
Freaks Out,19.141,7.7,193.0,141.0,2021.0
Trainspotting,25.992,8.0,7754.0,94.0,1996.0
Amityville II: The Possession,17.84,5.8,220.0,104.0,1982.0
The Devil Inside,17.943,4.8,626.0,83.0,2012.0
Love Don't Co$t a Thing,17.84,6.8,226.0,100.0,2003.0
Crimson Tide,22.388,7.2,1237.0,116.0,1995.0
DodgeBall: A True Underdog Story,21.489,6.3,2658.0,92.0,2004.0
Cube,19.287,6.8,3571.0,90.0,1997.0
A Family Man,17.596,6.7,396.0,108.0,2017.0
ドラゴンボール 魔訶不思議大冒険,20.086,6.7,172.0,48.0,1988.0
La Luna,22.135,6.7,60.0,142.0,1979.0
"Roman J. Israel, Esq.",17.597,6.3,957.0,122.0,2017.0
The French Connection,14.333,7.6,1253.0,104.0,1971.0
Death Proof,22.285,6.8,3851.0,113.0,2007.0
Ciao Alberto,23.39,0.0,0.0,7.0,2021.0
To the Bone,20.841,7.2,3044.0,107.0,2017.0
アイアンマン：ライズ・オブ・テクノヴォア,18.586,5.8,125.0,88.0,2013.0
Mission to Mars,16.832,6.0,1037.0,114.0,2000.0
Diary of a Wimpy Kid: The Long Haul,16.59,5.4,316.0,91.0,2017.0
The Specialist,22.829,5.8,927.0,110.0,1994.0
Diamonds Are Forever,27.529,6.4,1462.0,120.0,1971.0
A Man Named Scott,17.434,6.3,4.0,95.0,2021.0
What Happens in Vegas,22.231,6.1,2399.0,99.0,2008.0
Once Upon a Time in Mexico,18.53,6.3,1609.0,102.0,2003.0
Night Hunter,20.049,6.5,547.0,95.0,2019.0
Settlers,14.708,5.1,32.0,104.0,2021.0
The Green Hornet,21.279,5.5,2595.0,119.0,2011.0
Highlander,19.576,6.9,1880.0,116.0,1986.0
Me and Earl and the Dying Girl,23.782,7.6,2122.0,105.0,2015.0
Downton Abbey,22.046,7.1,759.0,122.0,2019.0
Perfect Sisters,17.578,5.8,217.0,100.0,2014.0
Superhero Movie,20.725,5.2,1300.0,85.0,2008.0
Johnny English Strikes Again,20.338,6.3,1880.0,89.0,2018.0
Nurse 3-D,15.077,5.2,295.0,84.0,2013.0
Yu-Gi-Oh! The Movie,20.324,5.9,239.0,90.0,2004.0
Free Willy 3: The Rescue,19.822,6.3,254.0,86.0,1997.0
Kickboxer,17.771,6.8,995.0,97.0,1989.0
Sunshine,19.073,7.0,2809.0,107.0,2007.0
22 July,17.086,7.2,881.0,143.0,2018.0
Morgan,19.827,5.8,1173.0,92.0,2016.0
친절한 금자씨,16.821,7.5,1119.0,115.0,2005.0
The Best Exotic Marigold Hotel,18.822,7.0,1041.0,124.0,2011.0
Jackie Brown,21.818,7.3,4935.0,154.0,1997.0
Burnt,18.073,6.5,2620.0,100.0,2015.0
The Book of Esther,20.931,6.0,12.0,90.0,2013.0
Bad Santa 2,21.024,5.3,592.0,92.0,2016.0
"Definitely, Maybe",17.067,6.9,1928.0,112.0,2008.0
鉄拳 ブラッド・ベンジェンス,21.068,6.9,162.0,100.0,2011.0
Police Academy 2: Their First Assignment,16.064,6.0,1080.0,87.0,1985.0
Der Untergang,16.698,7.8,2814.0,156.0,2004.0
The Lodge,20.405,6.1,757.0,108.0,2020.0
211,18.574,5.3,327.0,86.0,2018.0
Juno,18.212,7.0,5852.0,96.0,2007.0
Race,23.068,7.3,1285.0,134.0,2016.0
Life of Brian,19.51,7.8,3297.0,94.0,1979.0
Burlesque,22.812,7.2,1851.0,119.0,2010.0
The Witches of Eastwick,20.309,6.5,1000.0,118.0,1987.0
Bonnie and Clyde,20.01,7.5,1131.0,110.0,1967.0
攻殻機動隊 新劇場版,19.566,6.7,124.0,100.0,2015.0
The Boy Next Door,22.62,4.8,1762.0,91.0,2015.0
The Prince & Me,13.559,6.2,786.0,111.0,2004.0
The Human Centipede 3 (Final Sequence),18.065,3.7,543.0,103.0,2015.0
Clouds,14.604,8.4,756.0,121.0,2020.0
Soy Luna: El último concierto,23.169,8.0,43.0,0.0,2021.0
Bone Tomahawk,19.814,6.8,1516.0,132.0,2015.0
Raging Bull,18.155,8.0,3123.0,129.0,1980.0
Jarhead: Law of Return,19.328,6.5,2291.0,103.0,2019.0
Forgetting Sarah Marshall,16.806,6.5,2674.0,111.0,2008.0
玻璃樽,17.054,6.2,249.0,121.0,1999.0
Step Up All In,23.809,6.8,1675.0,112.0,2014.0
Cicatrices 2,19.703,8.4,5.0,90.0,2007.0
미녀는 괴로워,19.303,6.8,244.0,120.0,2006.0
Elle,19.559,6.6,1442.0,130.0,2016.0
جدایی نادر از سیمین,14.803,7.9,1231.0,123.0,2011.0
Swamp Thing,17.8,5.5,237.0,91.0,1982.0
Atonement,16.802,7.7,3141.0,123.0,2007.0
Tarzan,16.055,5.7,486.0,94.0,2013.0
Accident Man,19.561,6.0,308.0,101.0,2018.0
The Count of Monte Cristo,19.899,7.6,1303.0,131.0,2002.0
A Cinderella Story,22.499,6.5,2617.0,95.0,2004.0
World's Greatest Dad,16.551,6.6,434.0,99.0,2009.0
Presumed Innocent,28.441,6.8,471.0,127.0,1990.0
Centurion,18.05,6.2,1045.0,97.0,2010.0
Lego DC Batman: Family Matters,17.357,6.9,93.0,72.0,2019.0
Maya the Bee Movie,19.552,6.2,131.0,79.0,2014.0
Hellraiser: Hellworld,20.048,4.8,200.0,91.0,2005.0
Winnie the Pooh,18.298,6.9,634.0,63.0,2011.0
Police Academy 3: Back in Training,21.295,5.8,880.0,84.0,1986.0
Premium Rush,18.299,6.3,1674.0,91.0,2012.0
The Old Ways,16.542,7.6,191.0,90.0,2020.0
Zombie Massacre,21.468,5.1,89.0,91.0,2013.0
Marie Antoinette,22.545,6.6,2121.0,123.0,2006.0
The Candy Witch,17.767,5.8,23.0,94.0,2020.0
El secreto de sus ojos,17.045,8.0,1877.0,130.0,2009.0
七人の侍,25.543,8.5,2426.0,207.0,1954.0
Beneath the Planet of the Apes,21.291,6.2,888.0,95.0,1970.0
Unconditional,18.764,6.8,49.0,92.0,2012.0
Clash of the Titans,19.789,6.9,525.0,118.0,1981.0
Stay Alive,16.291,5.8,549.0,100.0,2006.0
Tre metri sopra il cielo,26.289,5.7,578.0,101.0,2004.0
Into the Wild,22.29,7.8,7925.0,148.0,2007.0
Jaws 2,19.537,5.9,1381.0,116.0,1978.0
The Thin Red Line,16.487,7.5,2217.0,171.0,1998.0
Panic Room,18.786,6.7,3804.0,111.0,2002.0
Black Water,21.047,5.7,186.0,105.0,2018.0
Unlocked,18.544,6.3,844.0,98.0,2017.0
Lost Highway,17.534,7.6,1821.0,134.0,1997.0
My Name Is Khan,23.485,8.1,932.0,165.0,2010.0
Legend of the BoneKnapper Dragon,12.534,6.7,166.0,16.0,2010.0
Freedom Writers,17.433,7.9,1599.0,123.0,2007.0
Las brujas de Zugarramurdi,20.736,6.3,501.0,110.0,2013.0
Finders Keepers,16.786,4.7,136.0,85.0,2014.0
The Taking of Pelham 1 2 3,17.032,6.3,2437.0,106.0,2009.0
Ammonite,18.079,7.1,281.0,118.0,2020.0
Jodorowsky's Dune,16.532,7.9,445.0,90.0,2013.0
Bringing Out the Dead,14.027,6.6,709.0,121.0,1999.0
La Vie scolaire,18.048,7.0,549.0,111.0,2019.0
The Forest,18.483,5.2,1428.0,95.0,2016.0
Creepshow,19.524,6.9,697.0,120.0,1982.0
The Second Coming of Christ,18.657,3.6,4.0,92.0,2018.0
Return to the Blue Lagoon,20.273,6.0,661.0,98.0,1991.0
Supergirl,19.772,5.5,420.0,124.0,1984.0
Tra(sgre)dire,20.772,5.5,155.0,91.0,2000.0
인랑,18.035,6.4,183.0,140.0,2018.0
For Your Eyes Only,23.019,6.5,1298.0,127.0,1981.0
Death Race 2050,16.778,4.2,131.0,93.0,2017.0
Into the Blue,18.019,5.8,1162.0,110.0,2005.0
The Counselor,22.27,5.2,1457.0,117.0,2013.0
Dragons: Rescue Riders: Secrets of the Songwing,18.673,8.0,29.0,46.0,2020.0
Day of the Woman,19.014,5.9,384.0,101.0,1978.0
Lo siniestro,15.327,3.5,2.0,0.0,2009.0
From Dusk Till Dawn 2: Texas Blood Money,15.014,4.5,318.0,88.0,1999.0
Flickan som lekte med elden,21.766,7.0,1290.0,130.0,2009.0
In the Line of Fire,19.263,7.0,1107.0,128.0,1993.0
STAND BY ME ドラえもん2,19.043,7.8,66.0,96.0,2020.0
A Very Harold & Kumar Christmas,21.215,6.0,719.0,108.0,2011.0
The Long Kiss Goodnight,18.512,6.6,846.0,121.0,1996.0
ONE PIECE “3D2Y” エースの死を越えて! ルフィ仲間との誓い,16.826,7.4,77.0,105.0,2014.0
Dead Again in Tombstone,18.76,4.9,58.0,99.0,2017.0
Universal Soldier: The Return,20.26,5.5,590.0,82.0,1999.0
The Jewel of the Nile,18.259,6.2,818.0,106.0,1985.0
Uploaded,14.363,3.0,1.0,0.0,2021.0
Chocolat,19.659,6.9,2658.0,121.0,2000.0
Body Cam,16.042,6.4,213.0,96.0,2020.0
Baise-moi,16.009,4.3,244.0,77.0,2000.0
Logan Lucky,18.468,6.7,2690.0,118.0,2017.0
Lady Macbeth,21.016,6.6,548.0,86.0,2016.0
"O Brother, Where Art Thou?",20.956,7.3,3120.0,107.0,2000.0
The Island,20.757,6.7,4302.0,136.0,2005.0
The Professor and the Madman,23.022,7.2,782.0,124.0,2019.0
The Hurricane,18.753,7.4,1062.0,146.0,1999.0
Octopussy,26.251,6.3,1385.0,131.0,1983.0
Emmanuelle in Space 4: Concealed Fantasy,27.992,5.9,8.0,94.0,1994.0
Meet Dave,21.5,5.3,1089.0,90.0,2008.0
My Girl,20.197,7.4,1577.0,103.0,1991.0
The Good Shepherd,17.749,6.4,827.0,167.0,2006.0
Backdraft,16.246,6.7,1009.0,137.0,1991.0
Volcano,22.997,5.8,1098.0,104.0,1997.0
Iron Man & Captain America: Heroes United,23.05,6.3,95.0,71.0,2014.0
Dark Web: Cicada 3301,14.15,6.4,61.0,104.0,2021.0
마녀,18.508,7.5,183.0,125.0,2018.0
Made of Honor,19.196,6.4,1330.0,101.0,2008.0
¿Y cómo es él?,19.203,6.8,6.0,95.0,2020.0
Nancy Drew and the Hidden Staircase,16.51,6.6,164.0,89.0,2019.0
Magnolia,20.442,7.7,2551.0,189.0,1999.0
United 93,17.693,7.1,1057.0,111.0,2006.0
Ransom,16.991,6.7,1341.0,121.0,1996.0
君と100回目の恋,13.529,7.4,26.0,116.0,2017.0
Resident Evil - Code Kennedy,15.9,6.5,2.0,15.0,2021.0
The Great Dictator,19.241,8.4,2423.0,125.0,1940.0
About a Boy,14.991,6.7,1755.0,101.0,2002.0
Mars Attacks!,21.741,6.4,4247.0,106.0,1996.0
Mickey's Twice Upon a Christmas,16.991,7.1,298.0,68.0,2004.0
Crazy Heart,16.641,6.9,744.0,112.0,2009.0
The Fountain,17.689,6.9,2115.0,96.0,2006.0
Post Mortem,18.925,3.8,8.0,115.0,2021.0
The Many Adventures of Winnie the Pooh,19.736,7.3,730.0,74.0,1977.0
Never Cry Werewolf,21.058,5.6,69.0,87.0,2008.0
The Haunting of La Llorona,16.155,5.6,5.0,71.0,2019.0
The Dead Pool,19.235,6.3,575.0,91.0,1988.0
"I, Daniel Blake",15.494,7.8,1060.0,100.0,2016.0
Green Zone,20.738,6.5,1720.0,115.0,2010.0
The Boss,18.992,5.8,1109.0,91.0,2016.0
Glass Houses,19.531,6.1,9.0,90.0,2020.0
かぐや姫の物語,17.739,8.1,1224.0,137.0,2013.0
"Girl, Interrupted",17.635,7.6,2755.0,127.0,1999.0
Comme un chef,17.488,6.2,425.0,84.0,2012.0
The Numbers Station,18.739,5.5,433.0,90.0,2013.0
My Little Pony: Equestria Girls,20.438,7.2,167.0,72.0,2013.0
فروشنده,17.491,7.3,629.0,125.0,2016.0
Escuadrón suicida,19.602,6.0,4.0,0.0,1991.0
Morning Glory,16.734,6.3,1180.0,107.0,2010.0
20th Century Women,20.238,7.3,901.0,119.0,2016.0
The Naked Gun 2½: The Smell of Fear,18.229,6.8,1540.0,85.0,1991.0
The 33,18.935,6.3,774.0,120.0,2015.0
Maya the Bee: The Honey Games,18.749,6.8,42.0,85.0,2018.0
Ricos de Amor,21.509,7.8,501.0,104.0,2020.0
The Break-Up,17.229,5.8,2159.0,106.0,2006.0
The Favourite,20.042,7.6,4147.0,119.0,2018.0
Careful What You Wish For,24.232,6.1,312.0,91.0,2015.0
Dante's Peak,19.977,6.1,1348.0,108.0,1997.0
X-Men Origins: Wolverine,16.888,6.3,8563.0,107.0,2009.0
Inside Man: Most Wanted,18.996,6.7,211.0,106.0,2019.0
How to Lose a Guy in 10 Days,17.223,6.7,2843.0,116.0,2003.0
젊은엄마 5,20.313,4.3,2.0,95.0,2020.0
A Christmas Prince,15.983,6.7,1225.0,92.0,2017.0
Una mujer sin filtro,15.483,7.7,102.0,90.0,2018.0
Blue Valentine,18.173,6.9,2501.0,112.0,2010.0
