original_title,popularity,vote_average,vote_count,runtime,release_year
30 Days of Night: Dark Days,21.223,5.0,356.0,92.0,2010.0
George of the Jungle,19.971,5.6,1584.0,93.0,1997.0
攻殻機動隊 2.0,18.971,7.5,281.0,85.0,2008.0
No Reservations,17.671,6.5,942.0,104.0,2007.0
Breakfast at Tiffany's,16.72,7.7,3350.0,114.0,1961.0
Eli,15.993,6.0,1022.0,98.0,2019.0
A United Kingdom,15.977,6.8,421.0,111.0,2016.0
機動戦士ガンダムNT,20.443,7.3,7.0,90.0,2018.0
警察故事續集,16.467,7.0,328.0,122.0,1988.0
Dr. Dolittle 2,19.167,5.3,1308.0,87.0,2001.0
Vicky Cristina Barcelona,19.916,6.8,2993.0,96.0,2008.0
The Witches,18.964,6.9,946.0,91.0,1990.0
In a Valley of Violence,15.672,6.0,386.0,104.0,2016.0
劇場版ポケットモンスター 幻のポケモン ルギア爆誕,23.414,6.6,629.0,84.0,1999.0
Mater,21.243,6.2,9.0,80.0,2017.0
Hell Fest,17.727,5.6,621.0,89.0,2018.0
Dans la brume,14.974,6.2,576.0,90.0,2018.0
Moon,19.664,7.6,4441.0,97.0,2009.0
Alien Abduction,22.966,5.6,263.0,85.0,2014.0
The Karate Kid Part III,15.959,5.9,1115.0,112.0,1989.0
40 Years of Rocky: The Birth of a Classic,18.984,7.8,33.0,60.0,2020.0
Out of Time,17.71,6.3,842.0,105.0,2003.0
Kiss and Cry,19.717,7.4,378.0,95.0,2017.0
The Best of Me,16.214,7.5,2176.0,117.0,2014.0
Sacrifice,21.446,5.2,14.0,87.0,2021.0
Barbershop: The Next Cut,17.965,6.3,362.0,112.0,2016.0
La chiave,16.456,5.9,279.0,110.0,1983.0
One Direction: This Is Us,21.111,8.5,857.0,92.0,2013.0
Ladder 49,16.457,6.4,585.0,115.0,2004.0
The Land Before Time,19.604,7.1,2032.0,69.0,1988.0
The Florida Project,19.714,7.4,2052.0,112.0,2017.0
アイアムアヒーロー,18.711,7.3,236.0,126.0,2016.0
Harold & Kumar Go to White Castle,18.204,6.5,1542.0,88.0,2004.0
U.S. Marshals,21.203,6.5,1144.0,131.0,1998.0
Perseguida,15.554,6.5,2.0,102.0,2020.0
Ofrenda a la tormenta,19.989,6.6,221.0,139.0,2020.0
Husk,16.454,5.9,235.0,83.0,2011.0
Chico Bon Bon and the Very Berry Holiday,23.374,5.8,4.0,0.0,2020.0
For the Sake of Vicious,19.799,6.9,17.0,80.0,2021.0
A Merry Friggin' Christmas,19.537,5.2,161.0,88.0,2014.0
Midnight Special,17.257,6.2,1546.0,112.0,2016.0
We Bought a Zoo,15.702,6.7,2125.0,124.0,2011.0
Anna Karenina,17.202,6.7,1897.0,130.0,2012.0
Fright Night,19.2,6.2,1454.0,106.0,2011.0
Bunyan and Babe,15.214,6.3,17.0,84.0,2017.0
Draug,14.51,5.5,10.0,87.0,2018.0
地下幻燈劇画 少女椿,20.105,6.6,72.0,48.0,1992.0
Cabin Fever,17.946,5.7,921.0,93.0,2003.0
The Secret Scripture,18.204,7.3,218.0,108.0,2017.0
道士下山,21.44,5.2,58.0,113.0,2015.0
Leaving Las Vegas,19.392,7.2,989.0,111.0,1995.0
The River Wild,14.442,6.4,638.0,111.0,1994.0
Feel the Beat,17.727,7.8,899.0,107.0,2020.0
Grave,17.699,7.1,2432.0,99.0,2016.0
Экипаж,20.448,6.8,189.0,138.0,2016.0
องค์บาก 3,16.693,5.9,319.0,95.0,2010.0
Bridesmaids,22.692,6.5,3659.0,125.0,2011.0
Maverick,16.439,6.8,1143.0,127.0,1994.0
I Origins,17.644,7.6,2613.0,106.0,2014.0
Doctor Dolittle,17.588,5.7,2415.0,85.0,1998.0
Shut In,19.645,5.4,579.0,91.0,2016.0
House at the End of the Street,17.688,5.8,1468.0,101.0,2012.0
The Kid Who Would Be King,17.4,6.1,540.0,120.0,2019.0
Creepshow 2,16.182,6.3,377.0,92.0,1987.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,18.933,8.1,4234.0,95.0,1964.0
The Last Summer,17.901,6.0,1214.0,109.0,2019.0
Starsky & Hutch,20.933,5.8,1753.0,101.0,2004.0
Hey Arnold! The Jungle Movie,18.693,7.7,175.0,81.0,2017.0
Backdraft 2,15.449,6.6,125.0,102.0,2019.0
Revolt,17.19,5.5,263.0,87.0,2017.0
Bridget Jones: The Edge of Reason,19.382,6.3,2247.0,108.0,2004.0
Anna and the Apocalypse,15.695,6.2,228.0,98.0,2018.0
As Good as It Gets,17.68,7.4,2822.0,139.0,1997.0
K-PAX,19.93,7.2,1758.0,120.0,2001.0
The Square,15.69,6.8,1058.0,151.0,2017.0
American Heist,18.935,4.7,285.0,94.0,2014.0
Music and Lyrics,16.931,6.4,1353.0,104.0,2007.0
All About Sex,18.3,9.0,1.0,75.0,2021.0
Chicago,17.929,7.2,2035.0,113.0,2002.0
Eight Legged Freaks,19.429,5.7,860.0,99.0,2002.0
Seven Years in Tibet,19.679,7.2,2101.0,136.0,1997.0
Rosemary's Baby,16.429,7.8,2897.0,138.0,1968.0
Wall Street,17.677,7.2,1528.0,126.0,1987.0
Волки и овцы: Ход свиньёй,22.434,6.9,58.0,80.0,2019.0
The Marine 4: Moving Target,19.74,6.4,181.0,90.0,2015.0
Pokémon Apokélypse,17.8,6.3,4.0,3.0,2010.0
I'll Always Know What You Did Last Summer,15.928,4.3,251.0,92.0,2006.0
A Princesa da Yakuza,16.804,6.5,46.0,112.0,2021.0
Dear John,18.629,6.9,3591.0,115.0,2010.0
LEGO Scooby-Doo! Blowout Beach Bash,17.436,7.3,122.0,72.0,2017.0
Ingrid Goes West,17.687,6.5,717.0,97.0,2017.0
The Power of the Dog,16.152,0.0,0.0,126.0,2021.0
Looney Tunes: Back in Action,18.925,6.4,1149.0,93.0,2003.0
今晚打喪屍,17.132,4.6,15.0,105.0,2017.0
Buddy Games,27.266,5.4,119.0,90.0,2019.0
Can You Ever Forgive Me?,16.386,6.8,990.0,107.0,2018.0
Paprika,24.17,6.9,241.0,99.0,1991.0
Timecop,16.669,5.9,830.0,99.0,1994.0
Sleepless in Seattle,16.169,6.7,1728.0,105.0,1993.0
GODZILLA 怪獣惑星,17.931,6.3,340.0,89.0,2017.0
कमांडो 2,17.488,5.9,27.0,123.0,2017.0
精武門,18.916,7.3,628.0,108.0,1972.0
My Fair Lady,16.167,7.6,934.0,170.0,1964.0
A Street Cat Named Bob,26.875,7.9,1045.0,103.0,2016.0
Never Sleep Again: The Elm Street Legacy,19.918,8.1,109.0,240.0,2010.0
RockNRolla,21.915,7.0,2222.0,114.0,2008.0
Destruction: Los Angeles,16.294,5.3,54.0,93.0,2017.0
Hide and Seek,19.364,6.4,1231.0,101.0,2005.0
The Blues Brothers,20.162,7.7,3188.0,133.0,1980.0
The Gambler,19.168,5.9,1080.0,111.0,2014.0
The Hard Way,16.56,5.3,96.0,94.0,2019.0
Mark Felt: The Man Who Brought Down the White House,18.622,6.1,389.0,103.0,2017.0
엽기적인 그녀,20.412,7.5,392.0,123.0,2001.0
The Good Liar,23.134,6.7,720.0,109.0,2019.0
Monty Python and the Holy Grail,16.359,7.8,4441.0,91.0,1975.0
The Adventurer: The Curse of the Midas Box,16.664,5.6,167.0,99.0,2013.0
Corona Zombies,17.72,5.0,26.0,61.0,2020.0
Lo chiamavano Jeeg Robot,16.314,7.5,2164.0,112.0,2015.0
Jobs,18.913,6.1,2050.0,128.0,2013.0
The Clovehitch Killer,17.423,6.4,383.0,109.0,2018.0
Ворошиловский стрелок,12.938,7.2,76.0,95.0,1999.0
인간중독,17.242,7.0,36.0,132.0,2014.0
Runaway Bride,16.658,6.1,1537.0,116.0,1999.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",17.662,6.2,1098.0,81.0,2014.0
Song of the Sea,15.661,8.1,1047.0,93.0,2014.0
You Only Live Twice,22.656,6.6,1503.0,117.0,1967.0
Happiness Ever After,27.111,0.0,0.0,99.0,2021.0
ワンピース 珍獣島のチョッパー王国,21.626,6.5,99.0,56.0,2002.0
Three Kings,15.653,6.6,1540.0,114.0,1999.0
Batman: Gotham by Gaslight,16.664,6.7,505.0,78.0,2018.0
Beverly Hills Cop III,20.151,5.9,1292.0,105.0,1994.0
Cellular,17.353,6.4,1450.0,94.0,2004.0
Miłość do kwadratu,18.469,6.2,216.0,102.0,2021.0
48 Hrs.,20.401,6.7,1050.0,96.0,1982.0
After the Ball,14.656,6.4,228.0,101.0,2015.0
The Secret Life of Pets,22.223,6.2,6931.0,87.0,2016.0
Fire with Fire,12.903,5.7,537.0,97.0,2012.0
Flashback,27.054,0.0,0.0,0.0,2021.0
The Manor,14.71,5.6,83.0,81.0,2021.0
The Last Stand,17.352,6.0,2228.0,107.0,2013.0
악마를 보았다,24.651,7.8,1682.0,142.0,2010.0
"My Teacher, My Obsession",16.982,4.9,69.0,105.0,2018.0
Bicentennial Man,21.048,7.2,2863.0,131.0,1999.0
Fractured,17.17,6.7,1661.0,99.0,2019.0
Miami Vice,19.649,5.9,1280.0,132.0,2006.0
Spree,23.185,6.5,135.0,93.0,2020.0
L'Amant,15.895,6.9,420.0,115.0,1992.0
Amateur Night,17.903,5.5,147.0,89.0,2016.0
Next Friday,15.896,6.4,407.0,98.0,2000.0
Universal Soldier: Day of Reckoning,19.899,5.5,309.0,114.0,2012.0
Wall Street: Money Never Sleeps,15.646,6.1,1172.0,133.0,2010.0
Invisible,14.093,5.9,23.0,87.0,2017.0
Monsters,16.146,6.2,1198.0,94.0,2010.0
Ginger Snaps,17.143,6.8,588.0,108.0,2000.0
The Adjustment Bureau,21.144,6.7,3594.0,106.0,2011.0
To Kill a Mockingbird,19.89,8.1,1942.0,129.0,1962.0
Queen Bees,14.062,6.2,10.0,101.0,2021.0
리벤져,16.665,5.3,92.0,102.0,2018.0
Police Academy 4: Citizens on Patrol,19.139,5.5,842.0,88.0,1987.0
A History of Violence,16.141,7.2,2338.0,96.0,2005.0
Quo Vadis,13.639,7.1,268.0,171.0,1951.0
Perdida,14.401,6.3,206.0,103.0,2018.0
Avatar Spirits,14.941,8.8,10.0,32.0,2010.0
The Young Messiah,17.686,6.3,93.0,120.0,2016.0
Under the Sea: A Descendants Story,26.949,7.8,63.0,10.0,2018.0
Epic Movie,18.339,3.9,1141.0,86.0,2007.0
The Whole Nine Yards,19.088,6.5,1369.0,98.0,2000.0
The Possession,20.34,6.0,1261.0,92.0,2012.0
Tinker Tailor Soldier Spy,17.14,6.6,1985.0,127.0,2011.0
A Hidden Life,18.161,7.1,448.0,174.0,2019.0
Bring It On: Worldwide #Cheersmack,17.896,6.0,179.0,95.0,2017.0
The Uninvited,17.138,6.5,1152.0,87.0,2009.0
Smokin' Aces,16.136,6.5,1236.0,109.0,2006.0
A Christmas Prince: The Royal Baby,17.659,6.4,402.0,84.0,2019.0
"Crouching Tiger, Hidden Dragon: Sword of Destiny",14.841,6.0,485.0,103.0,2016.0
羅生門,17.333,8.2,1485.0,88.0,1950.0
What's Your Number?,20.085,6.5,1859.0,106.0,2011.0
The Haunting in Connecticut,18.134,6.2,854.0,102.0,2009.0
Drunk Parents,19.147,4.7,188.0,97.0,2019.0
Let's Be Tigers,14.482,7.3,8.0,15.0,2021.0
Show Dogs,18.392,5.8,168.0,92.0,2018.0
Candyman,19.129,6.5,1072.0,100.0,1992.0
What a Girl Wants,17.58,6.2,1330.0,105.0,2003.0
The Crazies,16.081,6.2,1501.0,101.0,2010.0
Scooby-Doo! Frankencreepy,20.383,7.6,124.0,74.0,2014.0
Conspiracy Theory,18.128,6.6,1067.0,135.0,1997.0
Eastern Promises,17.079,7.4,2420.0,100.0,2007.0
The Trust,15.135,5.0,354.0,93.0,2016.0
Final Fantasy: The Spirits Within,18.627,6.2,1128.0,106.0,2001.0
Tangled: Before Ever After,20.635,6.7,302.0,55.0,2017.0
National Lampoon's Van Wilder,22.826,6.0,1437.0,92.0,2002.0
Dolor y gloria,14.392,7.5,1359.0,114.0,2019.0
The Assassination of Jesse James by the Coward Robert Ford,17.125,7.0,1877.0,160.0,2007.0
The Promise,16.332,7.0,316.0,133.0,2016.0
Munich,17.825,7.1,1920.0,164.0,2005.0
The Amityville Horror,16.123,6.3,602.0,117.0,1979.0
Taking Lives,18.374,6.4,1167.0,103.0,2004.0
Pitch Black,12.883,6.8,3493.0,108.0,2000.0
Almost Famous,18.873,7.5,2024.0,122.0,2000.0
The Birthday Cake,15.511,6.1,17.0,93.0,2021.0
Kingsman: The Secret Service Revealed,16.828,6.9,15.0,88.0,2015.0
Бес Пор No,13.904,2.0,1.0,87.0,2010.0
The Name of the Rose,16.121,7.4,2273.0,130.0,1986.0
Mutant Pumpkins from Outer Space,14.372,5.8,212.0,27.0,2009.0
Hereafter,20.622,6.0,1270.0,129.0,2010.0
Phineas and Ferb: The Movie: Across the 2nd Dimension,17.123,6.8,395.0,78.0,2011.0
New in Town,19.821,5.8,344.0,97.0,2009.0
Bobbleheads: The Movie,16.623,6.1,15.0,82.0,2020.0
Norm of the North,16.375,4.7,274.0,86.0,2016.0
Little Monsters,16.868,5.8,157.0,102.0,1989.0
Navidad S.A.,20.821,7.5,15.0,110.0,2008.0
Dominion: Prequel to the Exorcist,16.87,5.3,227.0,117.0,2005.0
Equilibrium,21.318,7.0,3469.0,107.0,2002.0
Soylent Green,17.867,6.9,832.0,97.0,1973.0
Dedicada a mi ex,21.14,8.5,427.0,94.0,2019.0
The Faculty,14.617,6.5,1403.0,104.0,1998.0
Behind Enemy Lines,19.615,6.3,1084.0,106.0,2001.0
Cowboys,20.335,6.7,23.0,83.0,2020.0
Yogi Bear,21.117,5.7,672.0,80.0,2010.0
"South Park: Bigger, Longer & Uncut",18.565,7.2,2017.0,81.0,1999.0
El Padrecito,15.364,8.0,109.0,130.0,1964.0
Ratchet & Clank,16.621,5.8,498.0,94.0,2016.0
Playmobil: The Movie,18.883,5.7,194.0,99.0,2019.0
Arthur et la vengeance de Maltazard,18.366,5.7,1387.0,93.0,2009.0
Robinson Crusoe,19.869,5.8,250.0,90.0,2016.0
The Dilemma,15.365,5.3,669.0,111.0,2011.0
Sister Act 2: Back in the Habit,15.562,6.4,1359.0,107.0,1993.0
365 Days,18.198,5.1,11.0,110.0,2015.0
Dem Horizont so nah,18.134,8.0,358.0,117.0,2019.0
Skater Girl,16.024,7.6,93.0,107.0,2021.0
変態観測 恥穴むき出し!,14.653,8.0,1.0,70.0,2018.0
The Peacemaker,14.062,6.0,704.0,124.0,1997.0
The Machinist,17.762,7.5,4021.0,101.0,2004.0
The Flintstones in Viva Rock Vegas,18.861,4.8,555.0,90.0,2000.0
The Family Man,17.761,6.7,1419.0,125.0,2000.0
White Boy Rick,16.875,6.3,742.0,111.0,2018.0
Trance,16.615,6.6,1765.0,101.0,2013.0
Mientras duermes,18.514,7.1,759.0,97.0,2011.0
Batman and Harley Quinn,26.37,6.2,454.0,74.0,2017.0
The Medium,19.259,4.4,5.0,84.0,1951.0
JLA Adventures: Trapped in Time,24.112,6.7,149.0,52.0,2014.0
조선마술사,18.813,6.7,15.0,122.0,2015.0
On Her Majesty's Secret Service,24.807,6.6,1301.0,142.0,1969.0
Beauty and the Beast: The Enchanted Christmas,20.607,6.2,785.0,72.0,1997.0
Pintando o Sexo,12.136,2.0,1.0,0.0,1977.0
The Final,16.859,5.9,199.0,93.0,2010.0
Das Leben der Anderen,17.108,8.1,2691.0,137.0,2006.0
Vacaciones en familia,13.703,6.2,3.0,90.0,2015.0
A Most Wanted Man,15.862,6.5,1058.0,121.0,2014.0
Don't Be Afraid of the Dark,17.607,5.7,830.0,99.0,2010.0
Day of the Dead: Bloodline,18.615,4.4,421.0,90.0,2017.0
Zoolander 2,18.861,4.8,1784.0,100.0,2016.0
魔法少女リリカルなのは Reflection,18.453,6.5,3.0,111.0,2017.0
老炮儿,17.619,6.9,92.0,134.0,2015.0
Boogie Nights,18.303,7.6,2300.0,156.0,1997.0
Grand Isle,17.823,5.9,194.0,97.0,2019.0
How High 2,16.773,6.7,72.0,89.0,2019.0
L'Empereur de Paris,16.61,6.4,390.0,121.0,2018.0
Aquamarine,19.846,6.3,1203.0,104.0,2006.0
Concussion,20.551,7.1,2070.0,123.0,2015.0
Who Am I - Kein System ist sicher,24.1,7.7,1121.0,105.0,2014.0
Jag är Zlatan,26.54,0.0,0.0,100.0,2021.0
ஜெய் பீம்,15.97,7.7,11.0,164.0,2021.0
Insomnia,18.744,6.9,3521.0,118.0,2002.0
The Recall,18.853,4.5,281.0,91.0,2017.0
Diablo,15.349,4.8,134.0,83.0,2016.0
Scooby-Doo! and Kiss: Rock and Roll Mystery,17.599,8.1,191.0,79.0,2015.0
What Lies Beneath,19.842,6.4,1366.0,130.0,2000.0
Retfærdighedens ryttere,14.642,7.3,226.0,116.0,2020.0
Scooby-Doo! and the Goblin King,17.342,7.8,175.0,75.0,2008.0
The Assignment,16.347,5.4,372.0,95.0,2016.0
Ряд 19,26.498,0.0,0.0,77.0,2021.0
Cartel Land,18.846,7.3,292.0,100.0,2015.0
Land of the Dead,18.291,6.2,1134.0,93.0,2005.0
"Monster High: Boo York, Boo York",19.094,7.6,114.0,72.0,2015.0
Flatliners,17.547,5.7,1917.0,111.0,2017.0
Days of Thunder,20.586,6.3,1032.0,107.0,1990.0
たまゆら～卒業写真～ 第1部 芽-きざし-,20.992,6.2,5.0,52.0,2015.0
Every Breath You Take,20.43,6.0,97.0,105.0,2021.0
メトロポリス,20.536,7.0,310.0,108.0,2001.0
The Perfect Storm,17.335,6.4,1654.0,130.0,2000.0
악녀,20.544,6.9,479.0,129.0,2017.0
The Marine,20.086,6.0,546.0,92.0,2006.0
Identity,18.835,7.2,2811.0,90.0,2003.0
Justice League: Crisis on Two Earths,23.087,7.4,493.0,75.0,2010.0
Franco Escamilla: Por La Anécdota,18.987,9.2,88.0,66.0,2018.0
"Dude, Where's My Car?",15.584,5.5,1378.0,83.0,2000.0
Sandy Wexler,20.292,5.5,394.0,130.0,2017.0
All I See Is You,18.842,5.1,476.0,110.0,2017.0
Hulk vs. Thor,15.584,6.7,164.0,41.0,2009.0
ガッチャマン,19.635,4.9,10.0,113.0,2013.0
The X Files: I Want to Believe,15.781,5.7,1118.0,104.0,2008.0
인천상륙작전,20.086,5.9,144.0,111.0,2016.0
A Hologram for the King,15.336,5.8,894.0,97.0,2016.0
Spanglish,17.78,6.0,1007.0,130.0,2004.0
The Head Hunter,13.796,5.3,208.0,72.0,2019.0
Barry Lyndon,16.777,8.0,2019.0,185.0,1975.0
New Year's Eve,21.581,5.9,1768.0,118.0,2011.0
ヴァイオレット・エヴァーガーデン 外伝 - 永遠と自動手記人形 -,13.348,8.4,206.0,91.0,2019.0
Cobain: Montage of Heck,20.331,7.7,577.0,132.0,2015.0
Match Point,18.827,7.3,3212.0,124.0,2005.0
Madame Claude,18.409,5.8,145.0,112.0,2021.0
City of Ember,15.777,6.3,1381.0,90.0,2008.0
Kill 'em All,19.344,5.5,67.0,96.0,2017.0
Primal Fear,17.775,7.7,2315.0,129.0,1996.0
Boo 2! A Madea Halloween,15.585,5.7,426.0,103.0,2017.0
Little Miss Sunshine,14.869,7.7,5332.0,102.0,2006.0
Siren,14.582,6.0,187.0,82.0,2016.0
Point Break,18.823,7.1,2586.0,122.0,1991.0
Life Itself,26.347,7.3,375.0,118.0,2018.0
Beethoven,16.323,5.8,1579.0,87.0,1992.0
The Dyatlov Pass Incident,15.075,5.8,457.0,100.0,2013.0
The Conversation,21.321,7.6,1167.0,113.0,1974.0
Parental Guidance,15.075,5.9,384.0,104.0,2012.0
ReLIFE,13.33,7.9,50.0,120.0,2017.0
Beirut,15.833,6.3,412.0,110.0,2018.0
The Second Best Exotic Marigold Hotel,18.075,6.4,561.0,122.0,2015.0
Starship Troopers 2: Hero of the Federation,19.82,4.2,401.0,88.0,2004.0
Dogville,18.269,7.8,1831.0,178.0,2003.0
Tango & Cash,14.068,6.4,1397.0,104.0,1989.0
劇場版 花咲くいろは HOME SWEET HOME,12.221,6.1,30.0,66.0,2013.0
Cinderella Man,16.769,7.5,1658.0,144.0,2005.0
Kill Switch,17.827,4.8,180.0,91.0,2017.0
Youth,16.574,6.9,1599.0,118.0,2015.0
The Rescuers,23.816,6.8,1946.0,78.0,1977.0
Superman III,18.265,5.5,1271.0,125.0,1983.0
ドラゴンボール 魔神城のねむり姫,20.315,6.5,170.0,45.0,1987.0
"Mickey, Donald, Goofy: The Three Musketeers",21.067,6.6,689.0,68.0,2004.0
The Place Beyond the Pines,20.018,6.9,3901.0,140.0,2013.0
The Last King of Scotland,19.066,7.5,1552.0,123.0,2006.0
Porno,19.748,5.6,31.0,88.0,2013.0
Highway to Heaven,12.747,2.0,1.0,88.0,2021.0
Police Academy: Mission to Moscow,15.563,4.5,600.0,83.0,1994.0
Loca por el trabajo,16.029,7.6,90.0,92.0,2018.0
Savages,17.566,6.3,1765.0,131.0,2012.0
Closer,17.463,6.8,2538.0,104.0,2004.0
トワノクオン 第一章 泡沫の花弁,19.054,6.5,8.0,48.0,2011.0
Star Trek: Nemesis,14.562,6.2,1043.0,117.0,2002.0
The Banker,19.089,7.5,496.0,120.0,2020.0
Misha and the Wolves,18.636,7.5,10.0,90.0,2021.0
Payback,17.06,6.8,1330.0,100.0,1999.0
La migliore offerta,17.963,7.9,2298.0,124.0,2013.0
Mockingbird,18.315,4.7,113.0,81.0,2014.0
Spotlight,19.565,7.8,6821.0,129.0,2015.0
Los Modernos,15.937,4.8,4.0,135.0,2016.0
Unstable Fables: 3 Pigs & a Baby,15.319,6.0,42.0,78.0,2008.0
心が叫びたがってるんだ。,18.058,7.3,8.0,119.0,2017.0
King of Thieves,15.071,5.4,305.0,108.0,2018.0
Polaroid,24.312,0.0,0.0,12.0,2014.0
Habitación en Roma,19.809,6.4,455.0,109.0,2010.0
Cop Out,19.309,5.6,1173.0,107.0,2010.0
The Lovers,15.831,4.7,59.0,109.0,2015.0
Coherence,18.51,7.3,1997.0,89.0,2013.0
The Gods Must Be Crazy II,17.805,6.9,336.0,98.0,1989.0
The High Note,18.037,7.1,303.0,113.0,2020.0
12 Years a Slave,26.107,7.9,9259.0,134.0,2013.0
The Butterfly Effect 3: Revelations,16.553,5.4,420.0,90.0,2009.0
Masterminds,21.059,5.7,1439.0,94.0,2016.0
First They Killed My Father,17.059,7.4,505.0,136.0,2017.0
Darc,16.312,6.3,148.0,97.0,2018.0
Cat's Eye,16.748,6.7,435.0,94.0,1985.0
Ida Red,12.847,3.5,2.0,111.0,2021.0
Alex Cross,17.552,5.2,579.0,101.0,2012.0
The Pelican Brief,17.797,6.5,1098.0,141.0,1993.0
Arthur,18.8,5.6,582.0,110.0,2011.0
Tolkien,18.515,7.0,998.0,112.0,2019.0
Marmaduke,18.798,5.3,578.0,87.0,2010.0
Black Panther: Wakanda Forever,17.849,0.0,0.0,0.0,2022.0
Falling Down,16.545,7.3,2714.0,113.0,1993.0
Saul fia,15.301,7.2,796.0,107.0,2015.0
Near Dark,13.044,6.9,462.0,95.0,1987.0
The Other Lamb,17.775,6.0,107.0,97.0,2020.0
The Last Man,19.938,5.8,96.0,101.0,2018.0
バンパイアハンターD,16.042,6.6,303.0,80.0,1985.0
King Porno,15.792,0.0,0.0,48.0,1972.0
Vice,22.058,7.1,2582.0,132.0,2018.0
The Gunman,18.547,5.7,767.0,115.0,2015.0
The Farm,19.06,5.1,148.0,80.0,2019.0
X-Men: Production Scrapbook,17.511,6.0,24.0,63.0,2003.0
Army of Darkness,17.64,7.3,2221.0,81.0,1992.0
Jackass: The Movie,19.291,6.2,1068.0,87.0,2002.0
The Cable Guy,20.041,5.9,1770.0,96.0,1996.0
Boogie,14.374,6.1,42.0,89.0,2021.0
RoboCop 2,21.289,6.0,1317.0,117.0,1990.0
Touch of Evil,14.039,7.8,1043.0,111.0,1958.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,15.739,6.7,4155.0,84.0,2006.0
Breaking In,17.3,6.0,525.0,88.0,2018.0
El hilo rojo,21.045,6.4,118.0,100.0,2016.0
Maid in Manhattan,21.988,6.0,1515.0,105.0,2002.0
The Legend of Hercules,24.291,4.7,1083.0,99.0,2014.0
ルパン三世VS名探偵コナン THE MOVIE,15.29,6.8,115.0,106.0,2013.0
Deck the Halls,16.537,5.4,426.0,93.0,2006.0
Empire of the Sun,19.534,7.5,1375.0,153.0,1987.0
Heidi,13.291,7.1,292.0,111.0,2015.0
ニンジャバットマン,14.997,5.8,715.0,85.0,2018.0
Mickey's Once Upon a Christmas,16.535,7.1,479.0,66.0,1999.0
Rules of Engagement,15.285,6.2,502.0,128.0,2000.0
Aztech,17.636,5.5,35.0,90.0,2020.0
劇場版ポケットモンスター ダイヤモンド&パール ギラティナと氷空（そら）の花束 シェイミ,15.786,6.7,172.0,96.0,2008.0
El Siete Machos,14.584,8.1,60.0,108.0,1951.0
5ème Set,19.65,6.7,68.0,113.0,2021.0
In Fabric,16.297,5.7,170.0,118.0,2018.0
1987,18.152,8.0,87.0,129.0,2017.0
The Aftermath,17.548,6.4,486.0,108.0,2019.0
Cold Mountain,17.031,6.9,1358.0,154.0,2003.0
James and the Giant Peach,20.531,6.5,1002.0,79.0,1996.0
Secretary,16.281,6.8,1142.0,104.0,2002.0
Adore,14.783,6.1,775.0,100.0,2013.0
Joe Bell,15.438,6.2,33.0,93.0,2021.0
一個好人,15.028,6.5,476.0,101.0,1997.0
The World's Fastest Indian,18.528,7.6,488.0,127.0,2005.0
UFO,18.291,7.0,315.0,88.0,2018.0
Standoff,16.983,6.0,244.0,80.0,2016.0
Barnyard,15.978,5.8,797.0,90.0,2006.0
The Secret Garden,16.561,6.4,426.0,99.0,2020.0
Darkness Falls,16.524,5.5,424.0,86.0,2003.0
The Collection,17.026,6.2,741.0,82.0,2012.0
Vertical Limit,17.772,6.0,773.0,124.0,2000.0
危城,13.579,6.4,60.0,120.0,2016.0
Trolljegeren,15.373,6.7,1192.0,103.0,2010.0
The Bridges of Madison County,22.519,7.7,1534.0,135.0,1995.0
High Life,18.684,5.8,770.0,113.0,2018.0
Titanic: 100 Years On,20.563,6.9,18.0,70.0,2012.0
Under Siege 2: Dark Territory,19.217,5.7,608.0,100.0,1995.0
In Bruges,14.519,7.5,3759.0,108.0,2008.0
コクリコ坂から,16.271,7.6,1207.0,91.0,2011.0
Hostage,14.969,6.3,1261.0,113.0,2005.0
Exorcist: The Beginning,16.638,5.3,547.0,114.0,2004.0
La llorona 2,15.208,6.7,23.0,90.0,2007.0
Frantz,20.024,7.4,545.0,113.0,2016.0
What to Expect When You're Expecting,20.319,6.0,1537.0,110.0,2012.0
Book Club,15.928,6.3,619.0,104.0,2018.0
Stretch,14.54,6.2,501.0,94.0,2014.0
Fatal Affair,14.553,5.8,228.0,89.0,2020.0
Legend,20.514,6.3,860.0,94.0,1985.0
Stargate: Continuum,14.766,7.1,352.0,98.0,2008.0
Dragon: The Bruce Lee Story,15.514,6.9,497.0,120.0,1993.0
I Hope They Serve Beer in Hell,16.946,5.0,56.0,106.0,2009.0
Can You Keep a Secret?,14.786,6.6,653.0,94.0,2019.0
City Lights,17.014,8.4,1507.0,87.0,1931.0
Lolita,18.764,7.4,1468.0,154.0,1962.0
The Way Way Back,16.268,7.1,1369.0,103.0,2013.0
過激！変態夫婦,17.012,0.0,0.0,59.0,1988.0
The Kid Detective,18.708,6.6,168.0,99.0,2020.0
Todos lo saben,19.774,6.5,738.0,132.0,2018.0
Backcountry,14.515,5.8,440.0,92.0,2014.0
An Ordinary Man,17.906,6.3,96.0,90.0,2018.0
I Still See You,19.724,6.7,481.0,98.0,2018.0
Runner Runner,17.764,5.7,996.0,91.0,2013.0
